USD LIBOR,Overnight rate
Date,rf
2/26/16,0.3745
2/29/16,0.3715
3/1/16,0.3679
3/2/16,0.3715
3/3/16,0.373
3/4/16,0.372
3/7/16,0.372
3/8/16,0.372
3/9/16,0.372
3/10/16,0.3725
3/11/16,0.3725
3/14/16,0.3743
3/15/16,0.3753
3/16/16,0.3743
3/17/16,0.3748
3/18/16,0.3743
3/21/16,0.3743
3/22/16,0.3743
3/23/16,0.3753
3/24/16,0.3745
3/25/16,.
3/28/16,.
3/29/16,0.3755
3/30/16,0.3772
3/31/16,0.3831
4/1/16,0.3791
4/4/16,0.3794
4/5/16,0.3777
4/6/16,0.3782
4/7/16,0.3782
4/8/16,0.3775
4/11/16,0.3792
4/12/16,0.3792
4/13/16,0.3802
4/14/16,0.3797
4/15/16,0.3807
4/18/16,0.3812
4/19/16,0.3827
4/20/16,0.3822
4/21/16,0.3817
4/22/16,0.3812
4/25/16,0.3812
4/26/16,0.3807
4/27/16,0.3802
4/28/16,0.3827
4/29/16,0.3837
5/2/16,.
5/3/16,0.3857
5/4/16,0.3858
5/5/16,0.385
5/6/16,.
5/9/16,0.385
5/10/16,0.3845
5/11/16,0.385
5/12/16,0.385
5/13/16,0.3855
5/16/16,0.3855
5/17/16,0.386
5/18/16,0.385
5/19/16,0.384
5/20/16,0.3845
5/23/16,0.385
5/24/16,0.385
5/25/16,0.3861
5/26/16,0.3861
5/27/16,0.385
5/30/16,.
5/31/16,0.3865
6/1/16,0.3855
6/2/16,0.3855
6/3/16,0.3861
6/6/16,0.3861
6/7/16,0.3865
6/8/16,0.3876
6/9/16,0.3856
6/10/16,0.3861
6/13/16,0.3855
6/14/16,0.3855
6/15/16,0.385
6/16/16,0.3855
6/17/16,0.3865
6/20/16,0.3901
6/21/16,0.3901
6/22/16,0.3896
6/23/16,0.3911
6/24/16,0.3934
6/27/16,0.4001
6/28/16,0.4016
6/29/16,0.4051
6/30/16,0.4116
7/1/16,0.4061
7/4/16,.
7/5/16,0.4096
7/6/16,0.4112
7/7/16,0.4127
7/8/16,0.4122
7/11/16,0.4137
7/12/16,0.4122
7/13/16,0.4127
7/14/16,0.4122
7/15/16,0.4152
7/18/16,0.4159
7/19/16,0.4159
7/20/16,0.4174
7/21/16,0.4179
7/22/16,0.4179
7/25/16,0.4179
7/26/16,0.4179
7/27/16,0.4164
7/28/16,0.4159
7/29/16,0.4129
8/1/16,0.4144
8/2/16,0.4179
8/3/16,0.4174
8/4/16,0.4179
8/5/16,0.4189
8/8/16,0.4189
8/9/16,0.4188
8/10/16,0.4197
8/11/16,0.4202
8/12/16,0.4191
8/15/16,0.41889
8/16/16,0.41778
8/17/16,0.41722
8/18/16,0.41722
8/19/16,0.41556
8/22/16,0.41667
8/23/16,0.41778
8/24/16,0.41833
8/25/16,0.41989
8/26/16,0.41833
8/29/16,.
8/30/16,0.41944
8/31/16,0.41944
9/1/16,0.41611
9/2/16,0.42044
9/5/16,.
9/6/16,0.42044
9/7/16,0.42156
9/8/16,0.42211
9/9/16,0.42156
9/12/16,0.421
9/13/16,0.421
9/14/16,0.42211
9/15/16,0.42156
9/16/16,0.42044
9/19/16,0.42156
9/20/16,0.42211
9/21/16,0.42211
9/22/16,0.42322
9/23/16,0.42322
9/26/16,0.42433
9/27/16,0.42544
9/28/16,0.42063
9/29/16,0.41989
9/30/16,0.42378
10/3/16,0.42267
10/4/16,0.42433
10/5/16,0.42822
10/6/16,0.42878
10/7/16,0.42656
10/10/16,.
10/11/16,0.42767
10/12/16,0.42878
10/13/16,0.431
10/14/16,0.43044
10/17/16,0.43322
10/18/16,0.43322
10/19/16,0.43378
10/20/16,0.43322
10/21/16,0.43322
10/24/16,0.43211
10/25/16,0.43433
10/26/16,0.43433
10/27/16,0.43489
10/28/16,0.43544
10/31/16,0.43344
11/1/16,0.43456
11/2/16,0.43733
11/3/16,0.43678
11/4/16,0.43511
11/7/16,0.43456
11/8/16,0.434
11/9/16,0.43233
11/10/16,0.43233
11/11/16,.
11/14/16,0.43344
11/15/16,0.43289
11/16/16,0.43289
11/17/16,0.43456
11/18/16,0.43367
11/21/16,0.43367
11/22/16,0.43367
11/23/16,0.43422
11/24/16,.
11/25/16,0.43478
11/28/16,0.43422
11/29/16,0.43422
11/30/16,0.43056
12/1/16,0.43422
12/2/16,0.43478
12/5/16,0.43478
12/6/16,0.43422
12/7/16,0.43367
12/8/16,0.43311
12/9/16,0.43422
12/12/16,0.437
12/13/16,0.437
12/14/16,0.43867
12/15/16,0.67889
12/16/16,0.68389
12/19/16,0.68111
12/20/16,0.68378
12/21/16,0.686
12/22/16,0.68656
12/23/16,0.69378
12/26/16,.
12/27/16,.
12/28/16,0.68656
12/29/16,0.68822
12/30/16,0.69211
1/2/17,.
1/3/17,0.69544
1/4/17,0.69044
1/5/17,0.69222
1/6/17,0.691
1/9/17,0.693
1/10/17,0.69333
1/11/17,0.69278
1/12/17,0.69278
1/13/17,0.69278
1/16/17,.
1/17/17,0.69
1/18/17,0.68944
1/19/17,0.69
1/20/17,0.68833
1/23/17,0.68889
1/24/17,0.68833
1/25/17,0.68833
1/26/17,0.68722
1/27/17,0.69
1/30/17,0.69167
1/31/17,0.69
2/1/17,0.69111
2/2/17,0.68833
2/3/17,0.69278
2/6/17,0.68833
2/7/17,0.68778
2/8/17,0.68667
2/9/17,0.68667
2/10/17,0.68778
2/13/17,0.68722
2/14/17,0.68722
2/15/17,0.68556
2/16/17,0.68611
2/17/17,0.68611
2/20/17,.
2/21/17,0.68611
2/22/17,0.68333
2/23/17,0.68333
2/24/17,0.68278
2/27/17,0.68333
2/28/17,0.68056
3/1/17,0.68167
3/2/17,0.68278
3/3/17,0.68278
3/6/17,0.68278
3/7/17,0.68278
3/8/17,0.68211
3/9/17,0.68211
3/10/17,0.68189
3/13/17,0.68278
3/14/17,0.68689
3/15/17,0.68667
3/16/17,0.92578
3/17/17,0.92422
3/20/17,0.92644
3/21/17,0.92533
3/22/17,0.92667
3/23/17,0.92611
3/24/17,0.92667
3/27/17,0.92444
3/28/17,0.925
3/29/17,0.92556
3/30/17,0.92667
3/31/17,0.92167
4/3/17,0.92722
4/4/17,0.93
4/5/17,0.93111
4/6/17,0.93
4/7/17,0.93056
4/10/17,.
4/11/17,0.92722
4/12/17,0.92778
4/13/17,0.92611
4/14/17,.
4/17/17,.
4/18/17,.
4/19/17,0.93
4/20/17,0.92944
4/21/17,0.92944
4/24/17,0.92667
4/25/17,0.92833
4/26/17,0.93028
4/27/17,0.93056
4/28/17,0.92944
5/1/17,.
5/2/17,0.92667
5/3/17,0.92722
5/4/17,0.92778
5/5/17,0.92778
5/8/17,0.92778
5/9/17,0.92722
5/10/17,0.92833
5/11/17,0.92833
5/12/17,0.92833
